elements,imageUrlPath,studioEmail,styles,name
,http://latatuadora.com/wp-content/uploads/2016/09/13641121_672663076221051_5440861719812319767_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13613436_662228757264483_7631947390802199567_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13412118_650947635059262_5310324815430347742_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13501896_659207007566658_4307086977924514295_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13557669_659206977566661_1744255863325866295_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13690693_668917076595651_8277609006560919767_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13707782_667780146709344_1347103461024450498_n.jpg,cesparamo@gmail.com,,7 cm
,http://latatuadora.com/wp-content/uploads/2016/09/Captura-de-pantalla-2016-09-21-a-las-07.43.18.png,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14333583_694770370676988_2247833395299005043_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14324334_694770174010341_850361454896458276_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14264862_696996643787694_5988907790532072282_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14237674_694770004010358_2200844576322563330_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14232380_691502914337067_3534539362557259489_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14125037_684727551681270_5267062835478481066_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14102387_686472111506814_2114733968078607467_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14054981_684939644993394_7781410946993648727_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14053992_682580711895954_8499178363836885137_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/14054222_686924121461613_6748027626240434666_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13938338_675236259297066_8094299927094286103_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13934939_675236235963735_3438165989817051275_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13876100_672686042885421_195607419255945077_n-1.jpg,cesparamo@gmail.com,Ornamental,Flores
,http://latatuadora.com/wp-content/uploads/2016/09/13906644_679485595538799_7936725673989196317_n.jpg,cesparamo@gmail.com,,Quetzalcoatl
,http://latatuadora.com/wp-content/uploads/2016/09/13921206_675676692586356_1051785399692146275_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/09/13900149_675676662586359_1902410286265543871_n.jpg,cesparamo@gmail.com,Insecto,insectos
,http://latatuadora.com/wp-content/uploads/2016/05/Captura-de-pantalla-2016-05-05-a-las-02.56.49.png,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/13254831_645690238918335_3215562205897811933_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/12439032_617422881745071_6772887525374948845_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/12208824_563988330421860_3084310688057092738_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/12144939_555887364565290_2760652071019850836_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/11988394_567496800071013_1246458906109253112_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/11060317_542140389273321_1599020940634517668_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/10482224_560865740734119_1954878989900986235_o.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/1610081_615090845311608_182463249970306325_n.jpg,cesparamo@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/05/9573_623059867848039_7609393511357914335_n.jpg,cesparamo@gmail.com,,
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/12/15267655_1858309987737509_901546880475176904_n.jpg,rainbowtattoo@hotmail.com,,Cráneo con rosas
"Acuarela, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/12/15179212_1852229738345534_8339186033108798758_n.jpg,rainbowtattoo@hotmail.com,"Acuarela, New School",Muñeca Tradicional Mexicana
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/12/15170898_1854516848116823_8807649789108295206_n.jpg,rainbowtattoo@hotmail.com,Realismo,Rosa
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/11/15178144_1030237403753673_3268799177933101237_n.jpg,rainbowtattoo@hotmail.com,"Animal, Asiático, Cartoon",Manga completa
Acuarela,http://latatuadora.com/wp-content/uploads/2016/11/15109427_1030359103741503_4829806707625549935_n.jpg,rainbowtattoo@hotmail.com,Acuarela,Arreglo de Colibrí
"Acuarela, mexico",http://latatuadora.com/wp-content/uploads/2016/10/14590148_1836487709919737_1432033741601990854_o.jpg,rainbowtattoo@hotmail.com,"Acuarela, New School",Astronauta - Hecho en 4 horas
"mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/10/14612467_1835251696710005_9208598465012354297_o.jpg,rainbowtattoo@hotmail.com,"Cartoon, Horror, Japones, New School",Hannya 1ª sesión
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/14720532_1834665303435311_700819510217026351_n.jpg,rainbowtattoo@hotmail.com,"Animal, Fantasía, Geométrico, Realismo",Tiger
"Acuarela, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/10/14717202_1831757497059425_5017764312659966631_n.jpg,rainbowtattoo@hotmail.com,"Acuarela, Cartoon, Horror",Joker Ha Ha Ha
"Bosquejo, Ilustración, tatuaje",http://latatuadora.com/wp-content/uploads/2016/10/14657542_1829858757249299_1970435043609287848_n.jpg,rainbowtattoo@hotmail.com,Realismo,Joker
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/14572908_1823289747906200_946347265211794002_n.jpg,rainbowtattoo@hotmail.com,Acuarela,Catrina
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/14522947_1821998028035372_4430526617187194200_n.jpg,rainbowtattoo@hotmail.com,Cartoon,Skull Color
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/14570319_1822746451293863_4042682186011821572_n.jpg,rainbowtattoo@hotmail.com,Acuarela,Buterfly Watercolor
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/14445208_1819099494991892_5618398437096119067_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Skull Color
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/14424734_1814893622079146_2541038459106362627_o.jpg,rainbowtattoo@hotmail.com,Realismo,Horus Eye
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/14188115_1806193142949194_2286646469288123517_o.jpg,rainbowtattoo@hotmail.com,Cartoon,Blue Rose
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13987495_1799499256951916_2772864268793723913_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Rocket
mexico,http://latatuadora.com/wp-content/uploads/2016/10/13975242_1795135224054986_5817479518758272650_o.jpg,rainbowtattoo@hotmail.com,Fantasía,Yoda
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/13939546_1793962370838938_7331738493537220286_n.jpg,rainbowtattoo@hotmail.com,New School,Koi Fish
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13939494_1799853950249780_837343293012516958_n.jpg,rainbowtattoo@hotmail.com,Acuarela,Feather Color
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13920467_1796867790548396_30272931593066062_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Sirena
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13909337_1795947070640468_7367645794239630783_o.jpg,rainbowtattoo@hotmail.com,Acuarela,owl
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13908845_1795537020681473_7711697295228281065_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Corona
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/13686716_1790827191152456_8437326307289388391_n.jpg,rainbowtattoo@hotmail.com,Animal,Reptile Eye
mexico,http://latatuadora.com/wp-content/uploads/2016/10/13669026_1787509488150893_8663568259911853852_n.jpg,rainbowtattoo@hotmail.com,Animal,Quetzal
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/13661982_1792116377690204_3312478359261366736_o.jpg,rainbowtattoo@hotmail.com,New School,Hanya
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13576654_1779151865653322_7279013876591189227_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Huella
mexico,http://latatuadora.com/wp-content/uploads/2016/10/13575750_1781173832117792_4066693649979947643_o.jpg,rainbowtattoo@hotmail.com,Horror,Chuky
mexico,http://latatuadora.com/wp-content/uploads/2016/10/13566966_1780399848861857_8173443388078326061_n.jpg,rainbowtattoo@hotmail.com,New School,Koi Fish
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13483134_1773529802882195_7086589666781579074_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Joker
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13403909_1772084893026686_4998124743232113995_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Hipster Skull
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13243828_1759349830966859_3700885287750765680_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Rosa de los vientos
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/12898266_1742561875978988_4131163184592416331_o.jpg,rainbowtattoo@hotmail.com,Realismo,Eye
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/12670101_1721683004733542_4842966024258838890_n.jpg,rainbowtattoo@hotmail.com,New School,Koi Fish
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13403780_1772544262980749_7262941835146728417_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Rosas
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/13350436_1767082276860281_362714483641124300_o.jpg,rainbowtattoo@hotmail.com,New School,Tatoo Machine
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/12246619_1732312253670617_214857792569853709_n-1.jpg,rainbowtattoo@hotmail.com,New School,Rosas
mexico,http://latatuadora.com/wp-content/uploads/2016/10/13254527_1760221414213034_1266196788928486243_n.jpg,rainbowtattoo@hotmail.com,New School,Muñeca Tradicional Mexicana
tatuaje,http://latatuadora.com/wp-content/uploads/2016/10/1-2.jpg,rainbowtattoo@hotmail.com,Japones,Koi Fish
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13198603_1757509657817543_6860749934193756363_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Dreamcatcher
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13130863_1754628524772323_6250813181337628687_o.jpg,rainbowtattoo@hotmail.com,Acuarela,Ave Fénix
,http://latatuadora.com/wp-content/uploads/2016/10/12916300_1740938659474643_1481491048336369939_o.jpg,rainbowtattoo@hotmail.com,Realismo,Reptile Eye
Acuarela,http://latatuadora.com/wp-content/uploads/2016/10/13138880_1757437624491413_6880621857379208011_n.jpg,rainbowtattoo@hotmail.com,Acuarela,Skull Watercolor
"Bosquejo, estudio, Ilustración, mexico, Trash polka",http://latatuadora.com/wp-content/uploads/2016/09/PULPOTRASH-1.jpg,citasmax@gmail.com,"Animal, Geométrico, Horror, Latino, Ornamental",PULPO
"Blackwork, Bosquejo, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/LEON_MAX1-1.jpg,citasmax@gmail.com,"abstracto, Acuarela, Animal, Fantasía, Realismo",León
"Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/FLOR_TRANGULO_MAX.jpg,citasmax@gmail.com,"Fantasía, Figurativo, Latino, Ornamental",Flores
"estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/SERPIENTE_TRADICIONAL.jpg,citasmax@gmail.com,"Animal, Fantasía, Horror, Latino, old school",Serpiente
"Blackwork, Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/AGUILA_BLACKWORK_MAX-1.jpg,citasmax@gmail.com,"abstracto, Animal, Fantasía, Ornamental",Aguila
"Acuarela, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/PLUMA_WATERCOLOR_MAX.jpg,citasmax@gmail.com,"abstracto, Acuarela, Ornamental",Pluma
"Blackwork, Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/ELVIS_MAX.jpg,citasmax@gmail.com,"abstracto, Ornamental, Realismo",Elvis
"Acuarela, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/OJO_ACUARELA_MAXok-1.jpg,citasmax@gmail.com,"Acuarela, Latino, Ornamental",Ojo Acuarela
"Acuarela, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/OJOS_MAX.jpg,citasmax@gmail.com,"abstracto, Figurativo, Ornamental, Realismo, Religioso",Ojos
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/CalaveraColores.jpg,citasmax@gmail.com,"abstracto, Fantasía, Ornamental, Skull",Calavera
"estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/OJO_Y_PECES_MAX.jpg,citasmax@gmail.com,"abstracto, Acuarela, Fantasía, Ornamental",Ojo Acuarela
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/elefantemax.jpg,citasmax@gmail.com,"abstracto, New School, Ornamental, Realismo",Elefante
"Acuarela, Geométrico, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/FLORMANDALA_MAX.jpg,citasmax@gmail.com,"abstracto, Fantasía, Ornamental",FLORES
"Acuarela, Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/CalacaMariposas_Max.jpg,citasmax@gmail.com,"abstracto, Animal, Cartoon, Fantasía, Figurativo, Latino, Skull",Mariposas
"Acuarela, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/QUETZAL_MAX.jpg,citasmax@gmail.com,"abstracto, Acuarela, Latino, Ornamental",Quetzal
"Acuarela, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/LEONACUARELA_MAX.jpg,citasmax@gmail.com,"abstracto, Acuarela, Animal, Fantasía, Ornamental",León
"Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/TRADICIONAL_MAX.jpg,citasmax@gmail.com,"abstracto, Fantasía, Latino, old school, Ornamental",Tradicional
"Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/SANMIGUEL_MAX.jpg,citasmax@gmail.com,"abstracto, Figurativo, Gótico, Religioso",San Miguel
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/Harley-Quinn_MAX.jpg,citasmax@gmail.com,"abstracto, Fantasía, Gótico, Horror, Latino, Skull",Harley
"Bosquejo, estudio, mexico",http://latatuadora.com/wp-content/uploads/2016/09/LISTONES_MAX.jpg,citasmax@gmail.com,"abstracto, Gótico, Latino, Ornamental, Skull",Calaveritas
"Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/BrianViveros_Max.jpg,citasmax@gmail.com,"abstracto, Fantasía, Gótico, Ornamental, Skull",MUJER
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/SKULLBLOOD_MAX.jpg,citasmax@gmail.com,"abstracto, Gótico, Ornamental, Skull",Skull
"Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/Lobo-Max.jpg,citasmax@gmail.com,"abstracto, Fantasía, Horror, Latino, Realismo",Lobo
"Bosquejo, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/Kanji_Max.jpg,citasmax@gmail.com,"Asiático, Japones, Ornamental",Kanji
"Blackwork, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/CABALLO-BLACKWORK.jpg,citasmax@gmail.com,"abstracto, Animal, Fantasía, Latino, Ornamental",DRAGON
,http://latatuadora.com/wp-content/uploads/2016/09/LIBELULA_MAX.jpg,citasmax@gmail.com,"abstracto, Animal, Fantasía, Insecto, Latino",LIBELULA
"Acuarela, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/flores_acua_max.jpg,citasmax@gmail.com,"abstracto, Fantasía, Latino",FLORES
"Blackwork, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/AGUILA_BLACKWORK_MAX.jpg,citasmax@gmail.com,"Animal, Dot Work, Latino, Ornamental",AGUILA
"Acuarela, Bosquejo, estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/LEON_MAX1.jpg,citasmax@gmail.com,"abstracto, Animal, Fantasía, Latino",LEON
"estudio, mexico, tatuaje, Trash polka",http://latatuadora.com/wp-content/uploads/2016/09/PULPOTRASH.jpg,citasmax@gmail.com,"abstracto, Animal, Fantasía, Latino",PULPO
"Acuarela, estudio, Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2016/09/COVER_MAX_COLIBRI.jpg,citasmax@gmail.com,"abstracto, Fantasía, Figurativo, Latino",COLIBRI
"estudio, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2016/09/CATRINA_MAX.jpg,citasmax@gmail.com,"Fantasía, Latino, Skull",CATRINA COLORES
,http://latatuadora.com/wp-content/uploads/2016/06/COVER_MAX_COLIBRI.jpg,citasmax@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/AVEFENIX_MAX.jpg,citasmax@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/GUERRERO_JAGUAR.jpg,citasmax@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/ARBOL_CANADA_MAX.jpg,citasmax@gmail.com,,
,http://latatuadora.com/wp-content/uploads/2016/06/BLACKWORK_MAX.jpg,citasmax@gmail.com,,
"Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/03/IMG_0134.jpg,alvmndz@gmail.com,"abstracto, Animal, Dot Work, Fantasía, Figurativo, Geométrico, Insecto, Ornamental",Mariposa geometrica
"Blackwork, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/03/IMG_0136.jpg,alvmndz@gmail.com,"Animal, Dot Work, Figurativo, Geométrico, Ornamental",Jaguar prehispánico
"Blackwork, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/03/IMG_0135.jpg,alvmndz@gmail.com,"abstracto, Animal, Dot Work, Ornamental",Ballena
"Blackwork, estudio, Geométrico, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/03/IMG_0137.jpg,alvmndz@gmail.com,"abstracto, Animal, Dot Work, Figurativo, Geométrico, Ornamental",Lobo
"Blackwork, Bosquejo, estudio, Geométrico, Ilustración, mexico",http://latatuadora.com/wp-content/uploads/2017/02/IMG_9868.jpg,alvmndz@gmail.com,"Dot Work, Figurativo, Ornamental",Rosa lineas
"Blackwork, Bosquejo, estudio, Ilustración, mexico, tatuaje",http://latatuadora.com/wp-content/uploads/2017/02/IMG_9961.jpg,alvmndz@gmail.com,"Figurativo, Geométrico, Ornamental",Llave en lineas
